,Text,User,Date,Favs,Retweets,Replies
643,കേരളത്തിൽ കനത്ത മഴയിലും ഉരുൾപൊട്ടലിലും ഏതാനും ജീവനുകൾ നഷ്ടമായത്  ദുഖകരമാണ്. മരണമടഞ്ഞവരുടെ  കുടുംബാംഗങ്ങളോട്  അനുശോചനം അറിയിക്കുന്നു.,narendramodi,2021-10-17 12:04:14+00:00,15234,2147,1083
644,കേരളത്തിലെ കനത്ത മഴയുടെയും മണ്ണിടിച്ചിലിന്റെയും പശ്ചാത്തലത്തിൽ  മുഖ്യമന്ത്രി ശ്രീ. പിണറായി വിജയനുമായി  സംസാരിച്ച്  സ്ഥിതിഗതികൾ ചർച്ച ചെയ്തു. പരിക്കേറ്റവരെയും ദുരിതബാധിതരെയും സഹായിക്കാൻ ഉദ്യോഗസ്ഥർ രംഗത്തുണ്ട്. എല്ലാവരുടെയും സുരക്ഷയ്ക്കും ക്ഷേമത്തിനും വേണ്ടി ഞാൻ പ്രാർത്ഥിക്കുന്നു.,narendramodi,2021-10-17 12:04:01+00:00,10014,1709,519
645,It is saddening that some people have lost their lives due to heavy rains and landslides in Kerala. Condolences to the bereaved families.,narendramodi,2021-10-17 11:40:56+00:00,55827,6093,2829
646,Spoke to Kerala CM Shri @vijayanpinarayi and discussed the situation in the wake of heavy rains and landslides in Kerala. Authorities are working on the ground to assist the injured and affected. I pray for everyone’s safety and well-being.,narendramodi,2021-10-17 11:40:25+00:00,21478,3169,767
647,Congratulations @jonasgahrstore on assuming the office of Prime Minister of Norway. I look forward to working closely with you in further strengthening India-Norway relations. @statsmin_kontor,narendramodi,2021-10-16 15:15:53+00:00,40682,4604,2353
648,"This month, the #MannKiBaat programme will take place on the 24th. I invite you all to share your ideas for this month’s episode. Write on the NaMo App, @mygovindia or dial 1800-11-7800 to record your message. https://t.co/QjCz2bvaKg",narendramodi,2021-10-16 01:24:26+00:00,21128,4041,2506
649,Greetings to Shri Naveen Patnaik Ji on his birthday. I pray that he is blessed with a long and healthy life in service of the people. @Naveen_Odisha,narendramodi,2021-10-16 01:21:22+00:00,51404,4759,1525
650,"दैनिक जागरण समूह के चेयरमैन योगेन्द्र मोहन गुप्ता जी के निधन से अत्यंत दुख हुआ है। उनका जाना कला, साहित्य और पत्रकारिता जगत के लिए एक अपूरणीय क्षति है। शोक की इस घड़ी में उनके परिजनों के प्रति मैं अपनी संवेदनाएं व्यक्त करता हूं। ऊं शांति!",narendramodi,2021-10-15 12:01:33+00:00,37523,4517,2192
651,"I have known Bhupendra Bhai for over 25 years now. He has worked diligently in different levels of civic administration and is well-versed with people’s problems. I am confident under his leadership Gujarat will scale new heights of glory.  
@Bhupendrapbjp https://t.co/T3cRX8MCE9",narendramodi,2021-10-15 08:07:45+00:00,10644,2455,889
652,"‘सबका साथ, सबका विकास’ का सामर्थ्य क्या होता है, ये मैंने गुजरात से सीखा है। https://t.co/hsubmCtm5S",narendramodi,2021-10-15 08:06:16+00:00,25436,4493,2643
653,"Gujarat has a rich history of social and educational reforms. 

We remember Chhaganbha, Bhaikaka, HM Patel, Mohanbhai Patel and several other stawalrts who have worked for social good. https://t.co/Pg5KZ2UBIq",narendramodi,2021-10-15 08:05:49+00:00,10036,2359,441
654,The great Sardar Patel had made pertinent points on ending the menace of casteism and communalism in our society. https://t.co/RakqhGCuxn,narendramodi,2021-10-15 08:05:17+00:00,9032,2220,474
655,Dedicating seven new defence companies to the nation. https://t.co/13GpYvGyFm,narendramodi,2021-10-15 07:10:30+00:00,24207,5002,1269
656,At the Bhoomi Poojan ceremony of Hostel Phase-1 built by Saurashtra Patel Seva Samaj in Surat. https://t.co/QZGMEofD6C,narendramodi,2021-10-15 05:49:51+00:00,17217,3546,764
657,"Birthday greetings to my Ministerial colleague @DrMNPandeyMP Ji. He is undertaking numerous efforts for the growth of the heavy industries sector, which has a vital role in India’s economic transformation. May Almighty bless him with a long and healthy life.",narendramodi,2021-10-15 01:53:31+00:00,11988,1902,459
658,Best wishes to my Cabinet colleague Shri @naqvimukhtar Ji on his birthday. He is working hard towards fulfilling our Government’s vision of all round and inclusive development. He is widely admired due to his humble nature. Praying for his long and healthy life.,narendramodi,2021-10-15 01:52:22+00:00,15244,2164,451
659,"मिसाइल मैन के रूप में विख्यात देश के पूर्व राष्ट्रपति डॉ. एपीजे अब्दुल कलाम जी को उनकी जयंती पर सादर नमन। उन्होंने अपना जीवन भारत को सशक्त, समृद्ध और सामर्थ्यवान बनाने में समर्पित कर दिया। देशवासियों के लिए वे हमेशा प्रेरणास्रोत बने रहेंगे। https://t.co/Pn2tF73Md6",narendramodi,2021-10-15 01:51:22+00:00,53269,6989,1075
660,"विजयादशमी के पावन अवसर पर आप सभी को अनंत शुभकामनाएं।

Greetings to everyone on the special occasion of Vijaya Dashami.",narendramodi,2021-10-15 01:49:21+00:00,110747,15733,5656
661,"On the special occasion of Vijaya Dashami tomorrow, 15th October, seven new defence companies would be dedicated to the nation. This is a part of our efforts to modernise the defence sector and create an Aatmanirbhar Bharat.
https://t.co/2LDicOJOOo",narendramodi,2021-10-14 15:23:57+00:00,43075,7301,1424
662,"At 11 AM tomorrow, 15th October, will be joining (via video conferencing) the Bhoomi Poojan ceremony of Hostel Phase-1 built by Saurashtra Patel Seva Samaj in Surat. The hostel will offer residential facilities to 1500 people. 
https://t.co/P8q2syoseS",narendramodi,2021-10-14 14:49:58+00:00,16043,3028,479
663,I pray for the good health and speedy recovery of Dr. Manmohan Singh Ji.,narendramodi,2021-10-14 04:23:38+00:00,74577,5787,1338
664,नवरात्रि में महानवमी के पावन अवसर पर मां सिद्धिदात्री की पूजा-अर्चना होती है। मेरी कामना है कि उनके आशीर्वाद से हर किसी को अपनी सिद्धि की प्राप्ति हो। माता के भक्तों के लिए उनकी यह स्तुति... https://t.co/YYTr3oNm5Y,narendramodi,2021-10-14 03:24:23+00:00,49342,8793,2441
665,"A must watch video on how PM Gati Shakti will bring a transformative change in our infra creation efforts, especially in breaking silos and bringing synergy. https://t.co/cBOLYxCe0i",narendramodi,2021-10-13 13:46:16+00:00,26030,6153,1136
666,"पीएम गतिशक्ति नेशनल मास्टर प्लान 21वीं सदी के भारत को गतिशक्ति देगा। गतिशक्ति महाअभियान के केंद्र में भारत के लोग, भारत की इंडस्ट्री, भारत का व्यापार जगत, भारत के मैन्यूफैक्चरर्स और भारत के किसान हैं। https://t.co/vM2lvdZF8Z",narendramodi,2021-10-13 08:37:17+00:00,19628,4581,921
667,"In the last few years, we have seen a record rise in the number of:

Mega food parks.

Fishing clusters. 

Fishing harbours. 

Likewise, India is getting two defence corridors, manufacturing clusters and more. 

This will boost economic activity. https://t.co/suGsInxfw2",narendramodi,2021-10-13 08:35:28+00:00,10625,2892,369
668,"A few glimpses of the ground we have covered since 2014 in diverse sectors such as railways, roads, optical fibre network and more… https://t.co/i539OJpsHA",narendramodi,2021-10-13 08:35:02+00:00,11214,2913,346
669,"Lack of political will adversely impacted infrastructure creation. 

We are adopting a whole of the government approach to remove silos and create a correct atmosphere for economic transformation. https://t.co/ZBVKjXQC6D",narendramodi,2021-10-13 08:34:41+00:00,13853,3330,369
670,"We always heard - Work in Progress. This became synonymous with red-tapism, delays and ineffective governance. 

Now is the time for:

Will for progress. 

Work for progress. 

Wealth for progress. 

Plan for progress. 

Preference for progress. https://t.co/DE62yoZGqd",narendramodi,2021-10-13 08:33:58+00:00,18632,4367,763
671,Speaking at the launch of #PMGatiShakti - National Master Plan for multi-modal connectivity. https://t.co/ROeC1IaJwl,narendramodi,2021-10-13 06:24:14+00:00,22930,5559,957
672,महाष्टमी की आप सभी को ढेरों शुभकामनाएं। नवरात्रि के इस पावन दिवस पर मां महागौरी के पूजन का विधान है। उनके आशीर्वाद से हर किसी का जीवन रोशन हो। माता महागौरी की एक स्तुति... https://t.co/TYaJoW1WOB,narendramodi,2021-10-13 04:15:06+00:00,48586,8460,2000
673,আজ দুর্গাপূজার মহাষ্টমীর পূণ্য লগ্নে আপনাদের সকলকে শুভেচ্ছা জানাই। মা দুর্গার আশীর্বাদ সর্বদা আমাদের সকলের উপর বর্ষিত হোক। তাঁর আশীর্বাদে আমাদের সমাজ আনন্দ ও খুশিতে ভরে উঠুক,narendramodi,2021-10-13 04:14:15+00:00,18068,2687,696
674,"On the auspicious occasion of Maha Ashtami, tomorrow, 13th October at 11 AM, the PM GatiShakti - National Master Plan for multi-modal connectivity will be launched. Here are the details about why this initiative is special. https://t.co/KKE07VxfYF",narendramodi,2021-10-12 15:05:35+00:00,30672,5558,818
675,Shri Visasolie Lhoungu was a hardworking and dedicated person who was passionate about the progress of Nagaland and empowerment of the Naga people. He made noteworthy efforts to strengthen the BJP in the state. Pained by his demise. Condolences to his family and supporters. RIP.,narendramodi,2021-10-12 15:03:17+00:00,15130,2639,325
676,A unified international response based on UNSC Resolution 2593 is necessary to improve the situation in Afghanistan.,narendramodi,2021-10-12 13:49:01+00:00,11723,2298,243
677,"Participated in the G20 Summit on Afghanistan. Stressed on preventing Afghan territory from becoming the source of radicalisation and terrorism. 

Also called for urgent and unhindered humanitarian assistance to Afghan citizens and an inclusive administration.",narendramodi,2021-10-12 13:48:59+00:00,27014,4549,584
678,"हम अपने साथ-साथ दूसरों के भी अधिकारों की चिंता करें, दूसरों के अधिकारों को अपना कर्तव्य बनाएं और हर किसी के साथ ‘सम भाव’ एवं ‘मम भाव’ रखें। https://t.co/u8r4aNXFJj",narendramodi,2021-10-12 09:12:44+00:00,16941,4260,1519
679,"मानवाधिकार का बहुत ज्यादा हनन तब होता है, जब उसे राजनीतिक चश्मे से देखा जाता है, राजनीतिक नफा-नुकसान के तराजू से तौला जाता है।

इस तरह का सलेक्टिव व्यवहार लोकतंत्र के लिए भी बेहद नुकसानदायक होता है। https://t.co/faV6w1DSiM",narendramodi,2021-10-12 09:07:39+00:00,18499,4887,1451
680,"On one hand, India has been courageously fighting a once in a lifetime global pandemic while at the same time, we ensured that the basic rights of every individual are respected.

I feel proud that even at the peak of COVID-19, 80 crore Indians got access to free food grains. https://t.co/D3a3EqQ8ME",narendramodi,2021-10-12 09:07:11+00:00,11338,2762,371
681,At the core of our efforts- ensuring dignity to every individual. https://t.co/Cv10CNsonf,narendramodi,2021-10-12 09:05:44+00:00,11828,2718,316
682,"The Mantra of 'Sabka Saath, Sabka Vikas, Sabka Vishwas, Sabka Prayas' guarantees human rights to every person. https://t.co/PWh22ubRAl",narendramodi,2021-10-12 09:05:15+00:00,9802,2531,394
683,Sardar Balvinder Singh Nakai Ji was a doyen of the agriculture and cooperatives sector. He made pioneering contributions towards empowering farmers. His passing away is saddening. Condolences to his family and well-wishers. May his soul rest in peace.,narendramodi,2021-10-12 07:43:00+00:00,21887,3401,466
684,Addressing the 28th NHRC Foundation Day programme. https://t.co/IRSPnXh2qP,narendramodi,2021-10-12 06:04:25+00:00,19259,4035,698
685,"Tributes to Rajmata Vijaya Raje Scindia Ji on her Jayanti. Hers was a life totally dedicated to Jan Seva. She was bold and kind. If the BJP has emerged as a Party the people trust, it is because we had stalwarts like Rajmata Ji who worked among people and strengthened the Party. https://t.co/ZpgmFKD4OU",narendramodi,2021-10-12 02:06:14+00:00,34024,5444,685
686,"मां कालरात्रि से प्रार्थना है कि सारी बाधाओं को दूर कर वे हर किसी के जीवन में सुख, शांति, समृद्धि और उत्तम स्वास्थ्य लेकर आएं। https://t.co/huqTvL1G62",narendramodi,2021-10-12 02:04:22+00:00,70712,11378,2700
687,"Came across this lovely thread on the culture and heritage of Gujarat. There are such treasures in every part of India, which have to be seen to be admired. 

Our ancestors were indeed outstanding visionaries, from whom we have inherited such fine wonders. https://t.co/THKHwfvx3D",narendramodi,2021-10-11 17:12:55+00:00,19558,3847,613
688,"At 11 AM tomorrow, 12th October, will address the 28th NHRC Foundation Day programme. The NHRC plays an important role in our nation in protecting the human rights and dignity of the marginalised.",narendramodi,2021-10-11 16:32:32+00:00,29526,4312,959
689,"Shri Nedumudi Venu was a versatile actor, who could fill life into diverse roles across many genres. He was also a prolific writer and was passionate about theatre. His passing away is a loss to the world of films and culture. Condolences to his family and admirers. Om Shanti.",narendramodi,2021-10-11 16:31:43+00:00,20679,3328,491
690,India is bringing in transformative reforms and the aim behind these reforms is to build an Aatmanirbhar Bharat. https://t.co/wNvrfqGjPQ,narendramodi,2021-10-11 13:23:11+00:00,19369,3849,823
691,"For us, the space sector is about bringing a positive difference in the lives of 130 crore Indians. https://t.co/5MxcPthmRQ",narendramodi,2021-10-11 13:21:59+00:00,12216,2824,341
692,The 4 pillars on which India is working to transform the space sector. https://t.co/eeyP7JrLcj,narendramodi,2021-10-11 13:21:38+00:00,12809,2879,314
693,"Was a pleasure to speak to Prime Minister @BorisJohnson. We reviewed progress on the India-UK Agenda 2030, exchanged views on climate action in the context of the forthcoming COP-26 in Glasgow, and shared our assessments on regional issues including Afghanistan.",narendramodi,2021-10-11 09:32:39+00:00,29968,4358,678
694,Speaking at the launch of Indian Space Association. https://t.co/PWnwsL54Z8,narendramodi,2021-10-11 06:08:06+00:00,20806,4630,1029
695,"Tributes to Loknayak JP on his Jayanti. He was a remarkable personality, who left an indelible mark on India’s history. He devoted himself to public welfare initiatives and was at the forefront of protecting India’s democratic ethos. We are deeply inspired by his ideals. https://t.co/jx7et8MOzJ",narendramodi,2021-10-11 04:21:03+00:00,23073,3646,574
696,"Pranams to the great visionary, Bharat Ratna Nanaji Deshmukh on  his Jayanti. He dedicated himself towards the development of our villages and empowering the industrious farmers. Sharing a speech I had delivered in 2017 to mark Nanaji’s birth centenary. https://t.co/KeWUhBvnPt https://t.co/jVkaRo4e9F",narendramodi,2021-10-11 03:52:33+00:00,23748,4127,526
697,I bow to Maa Katyayani. May her blessings remain upon us and may they further the spirit of brotherhood and compassion in our society. https://t.co/5G8UFKfrUJ,narendramodi,2021-10-11 03:46:27+00:00,58722,9072,1725
698,"At 11 AM tomorrow, 11th October, I will join the programme to launch the  Indian Space Association. I am glad to be getting the opportunity to interact with leading stakeholders of the sector. Those interested in the world of space and innovation must watch tomorrow’s programme.",narendramodi,2021-10-10 13:46:37+00:00,45848,6701,1677
699,Outstanding performance by our shooters! India emerges on top of the medal tally at the Shooting Junior World Championships with 40 medals including 16 Golds. Congratulations to the team and best wishes for the future. This  success will inspire several budding shooters. https://t.co/htz9e0SeqG,narendramodi,2021-10-10 13:44:54+00:00,25514,4339,489
700,Congratulations to @OLyAnshu for winning the Silver and @saritamor3 for winning the Bronze at the World Wrestling Championship 2021. Best wishes to these outstanding athletes for their future endeavours. https://t.co/2HNzheJ6G7,narendramodi,2021-10-10 13:42:37+00:00,46341,5792,802
701,नवरात्रि में देवी स्कंदमाता की उपासना की जाती है। मेरी प्रार्थना है कि मां स्कंदमाता अपने भक्तों को सभी कठिनाइयों से पार पाने की शक्ति प्रदान करें। https://t.co/gj20Iybo9K,narendramodi,2021-10-10 03:39:19+00:00,71033,10815,3351
702,We pray to Maa Kushmanda and seek her blessings for our various endeavours. Here is a Stuti dedicated to her. https://t.co/fdC3YA9fto,narendramodi,2021-10-10 03:35:35+00:00,42307,6959,1385
703,"This is just one example of the monumental effort put in by every stakeholder to ensure our fellow citizens get vaccinated. 

Kudos to each and every person who is making India’s vaccination drive a success. https://t.co/5L4yh0JNoR",narendramodi,2021-10-09 14:35:06+00:00,53786,9256,1656
704,Today is a special day for the wonderful people of the Konkan region and will surely give an impetus to connectivity and tourism. https://t.co/znchlIwH6V,narendramodi,2021-10-09 14:33:41+00:00,22148,3389,464
705,ਭਾਈ ਤਾਰੂ ਸਿੰਘ ਜੀ ਨੂੰ ਉਨ੍ਹਾਂ ਦੀ ਜਯੰਤੀ 'ਤੇ ਨਮਨ। ਆਉਣ ਵਾਲੀਆਂ ਪੀੜ੍ਹੀਆਂ ਉਨ੍ਹਾਂ ਦੀ ਬਹਾਦਰੀ ਨੂੰ ਕਦੇ ਨਹੀਂ ਭੁੱਲਣਗੀਆਂ। ਸੱਚ ਅਤੇ ਨਿਆਂ ਪ੍ਰਤੀ ਉਨ੍ਹਾਂ ਦੀ ਅਟੁੱਟ ਪ੍ਰਤੀਬੱਧਤਾ ਅਤਿਅੰਤ ਪ੍ਰੇਰਣਾਦਾਇਕ ਹੈ।,narendramodi,2021-10-09 08:49:28+00:00,19023,2361,627
706,Remembering Bhai Taru Singh Ji on his Jayanti. Generations to come will never forget his bravery. His unwavering commitment to truth and justice are deeply inspiring.,narendramodi,2021-10-09 08:49:13+00:00,23061,3587,407
707,Great pleasure to welcome PM Mette Frederiksen on her first visit to India. Our Green Strategic Partnership is focused on clean technologies and green growth. Our collaboration across sectors is vibrant and dynamic. 🇮🇳 🇩🇰 @Statsmin https://t.co/fgyuoMp8TF,narendramodi,2021-10-09 08:45:30+00:00,34241,4999,648
708,Addressing a joint press meet with Prime Minister of Denmark @Statsmin Mette Frederiksen. https://t.co/rIRzOngzhq,narendramodi,2021-10-09 07:09:09+00:00,20321,4414,725
709,मां चंद्रघंटा के चरणों में शीश झुकाकर नमन। देवी चंद्रघंटा अपने सभी भक्तों को नकारात्मक शक्तियों पर विजय का आशीर्वाद दें। इस अवसर पर उनसे जुड़ी स्तुति... https://t.co/hQHqM7uisK,narendramodi,2021-10-09 01:06:28+00:00,74201,12784,3389
710,"Its been a delight to work with @SubramanianKri. His academic brilliance, unique perspectives on key economic as well as policy matters and reformist zeal are noteworthy. Wishing him the very best for his coming endeavours. https://t.co/jZjrqWaJU7",narendramodi,2021-10-08 13:52:43+00:00,20627,3435,610
711,Spoke with H.E. Fumio Kishida to congratulate him for assuming charge as the Prime Minister of Japan. I look forward to working with him to further strengthen India-Japan Special Strategic and Global Partnership and to enhance cooperation in the Indo-Pacific region. @kishida230,narendramodi,2021-10-08 10:00:06+00:00,32988,4758,829
712,"Greetings to our air warriors and their families on Air Force Day. The Indian Air Force is synonymous with courage, diligence and professionalism. They have distinguished themselves in defending the country and through their humanitarian spirit in times of challenges. https://t.co/UbMSOK3agP",narendramodi,2021-10-08 02:09:57+00:00,88039,12945,1966
713,नवरात्रि के दूसरे दिन त्याग और तप की देवी मां ब्रह्मचारिणी की पूजा होती है। माता ब्रह्मचारिणी अपने सभी भक्तों को सफलता और समृद्धि का आशीर्वाद दें। https://t.co/jOIzN1KFPq,narendramodi,2021-10-08 02:06:14+00:00,67354,12124,3001
714,"Today, several people have given their good wishes on account of me having completed 20 years as the head of a Government. I thank everyone who has wished me. Their blessings give strength and inspiration to serve to the best of my abilities. https://t.co/JR7vtNlJhM",narendramodi,2021-10-07 13:04:53+00:00,23890,4834,1715
715,"Had the honour of inaugurating Oxygen plants across India. Through this year, the Government of India has worked extensively to augment oxygen capacity and make our healthcare infrastructure even more people friendly. https://t.co/VOAjt6GGIi",narendramodi,2021-10-07 13:02:37+00:00,36167,5454,793
716,India will always be grateful to our armed forces and it is our absolute privilege to be serving them and fulfilling demands that were long pending. https://t.co/pUE6tJRqW6,narendramodi,2021-10-07 12:56:28+00:00,23369,4506,672
717,"New mindsets, innovative approach and a fresh paradigm of development in sync with the 21st century. https://t.co/lIGrvbsrKt",narendramodi,2021-10-07 12:56:02+00:00,12540,2917,392
718,"Thanks to our COVID warriors, medical community and scientists, India has fought the world's deadliest pandemic in a century with utmost courage. 

One of the things that makes me proud is the progress India has made on the vaccination front. https://t.co/QdLTasBg3c",narendramodi,2021-10-07 12:55:44+00:00,13228,3109,414
719,Addressing a programme in Rishikesh. https://t.co/5YtlxMLaI9,narendramodi,2021-10-07 06:17:25+00:00,21780,4955,1037
720,It is Day 1 of Navratri and we pray to Maa Shailputri. Here is a Stuti that is devoted to her. https://t.co/nzIVQUrWH8,narendramodi,2021-10-07 01:38:18+00:00,69092,13669,2988
721,"Navratri greetings to everyone. The coming days are about devoting ourselves to the worship of Jagat Janani Maa. 

May Navratri be the bringer of strength, good health and prosperity in everyone’s lives. https://t.co/f42HyGnUYM",narendramodi,2021-10-07 01:36:28+00:00,141706,19807,4828
722,"I would be in Devbhoomi Uttarakhand tomorrow, 7th October. 35 PSA Oxygen Plants across various States and UTs would be dedicated to the nation. This is vital healthcare infrastructure for larger public benefit. https://t.co/dFfzwSSIOr",narendramodi,2021-10-06 15:08:57+00:00,25018,4460,992
723,Today’s Cabinet decision relating to the setting up of 7 PM-MITRA parks will give an impetus to the textiles sector. These parks will boost employment and reduce logistics costs. https://t.co/2cr1NWfbVj,narendramodi,2021-10-06 15:08:02+00:00,14191,2924,426
724,"I urge you all, especially scientists, innovators, software developers and those in the start-up sector to think of innovative ways of using drones for public welfare. https://t.co/zjHhwEOjot",narendramodi,2021-10-06 14:25:35+00:00,13731,3139,531
725,छोटा किसान मजबूत होगा तो देश को कोई दुर्बल नहीं कर सकता है। https://t.co/awNJVVKrJW,narendramodi,2021-10-06 14:25:19+00:00,23280,4473,1700
726,The SVAMITVA scheme is an important means to fight poverty and ensure a life of dignity for the poor. https://t.co/3H3DhxaA0z,narendramodi,2021-10-06 14:25:05+00:00,9029,2339,275
727,"It is rightly believed that the soul of India is in the lakhs of villages across the nation. 

To enhance the quality of life in rural India is one of our key endeavours. https://t.co/gKWrcJ4RJU",narendramodi,2021-10-06 14:24:49+00:00,8283,2216,237
728,"स्वामित्व योजना से कैसे गरीब से गरीब का सशक्तिकरण हो रहा है, इसकी मिसाल हैं मजदूरी से परिवार का गुजारा करने वालीं विनीता बाई जी। सीहोर जिले की विनीता जी अब जमीन का मालिकाना हक मिलने के बाद लोन लेकर किराने की दुकान खोलने की तैयारी में हैं। https://t.co/7z1iX3Jfu5",narendramodi,2021-10-06 14:23:59+00:00,10291,2487,384
729,प्रॉपर्टी कार्ड ने डिण्डौरी के प्रेम सिंह जी की खुशियों में चार चांद लगा दिया है। अब वो बिना किसी चिंता के अपनी जमीन पर घर बनाने की योजना बना रहे हैं। https://t.co/OYZ6CEHE1z,narendramodi,2021-10-06 14:23:50+00:00,8589,2197,223
730,"स्वामित्व योजना गांव के लोगों के जीवन में किस तरह के बदलाव ला रही है, मध्य प्रदेश के हरदा के पवन जी इसका आदर्श उदाहरण हैं। प्रॉपर्टी कार्ड मिलने से वे न केवल अपने घर के मालिक बने, बल्कि बैंक से लोन लेकर स्थायी दुकान बनाई और अपनी आय भी दोगुनी कर ली। https://t.co/6OtU60h71T",narendramodi,2021-10-06 14:23:34+00:00,9030,2323,294
731,Distributing property cards under Svamitva scheme. https://t.co/qpBTzLHmT2,narendramodi,2021-10-06 07:17:47+00:00,16563,3923,845
732,"We have lost Shri Arvind Trivedi, who was not only an exceptional actor but also was passionate about public service. For generations of Indians, he will be remembered for his work in the Ramayan TV serial. Condolences to the families and admirers of both actors. Om Shanti. https://t.co/cB7VaXuKOJ",narendramodi,2021-10-06 04:15:48+00:00,42638,6349,890
733,"In the last few days, we have lost two talented actors who won the hearts of people through their works. Shri Ghanashyam Nayak will be remembered for his multifaceted roles, most notably in the popular show ‘Taarak Mehta Ka Ooltah Chashmah.’ He was also extremely kind and humble. https://t.co/nwqKVpm4ry",narendramodi,2021-10-06 04:15:45+00:00,82575,10039,1986
734,"Shubho Mahalaya!

We bow to Maa Durga and seek her blessings for the well-being of our planet and the welfare of our citizens. May everyone be happy as well as healthy in the times to come.",narendramodi,2021-10-06 03:59:47+00:00,50095,7344,1564
735,"मध्य प्रदेश के ग्रामीण क्षेत्रों के हजारों लोग कल ई-प्रॉपर्टी कार्ड के साथ अपनी संपत्ति का मालिकाना हक प्राप्त करेंगे। दोपहर 12.30 बजे वीडियो कॉन्फ्रेंसिंग के जरिए ऐसे कई लाभार्थियों से संवाद का सुअवसर भी मिलेगा। 
https://t.co/YhjIzBhaWb",narendramodi,2021-10-05 16:06:02+00:00,17251,3461,831
736,ગાંધીનગર મહાનગરપાલિકા તથા ગુજરાતની અન્ય સ્થાનિક સ્વરાજયની સંસ્થાઓની પેટાચૂંટણીઓના પરિણામ ગુજરાતની જનતા અને ભાજપ વચ્ચેના અતૂટ સંબંધની  પુષ્ટિ કરે છે. સતત આશીર્વાદ આપવા બદલ જનતાનો આભાર.  @BJP4Gujarat ના કાર્યકર્તાઓના ભગીરથ પ્રયત્નોની પ્રશંસા કરું છું. સૌને અભિનંદન…!!!,narendramodi,2021-10-05 15:29:14+00:00,20071,3847,845
737,"Delighted to meet the one and only Rakesh Jhunjhunwala...lively, insightful and very bullish on India. https://t.co/7XIINcT2Re",narendramodi,2021-10-05 14:26:25+00:00,107605,12138,3063
738,"Had a productive meeting with Mr. Nunzio Quacquarelli, the CEO and Managing Director of QS Quacquarelli Symonds Ltd. We talked at length about aspects relating to the education sector. https://t.co/wkQ8XgvuXs",narendramodi,2021-10-05 14:24:51+00:00,17371,2756,459
739,The newly established Chair in the honour of Atal Ji at the Babasaheb Bhimrao Ambedkar University is a great opportunity for scholars to work on Atal Ji's pioneering contribution to national development and key areas like foreign policy. https://t.co/F1x5CPGDXJ,narendramodi,2021-10-05 13:10:44+00:00,23474,5290,652
740,We see urbanisation as an opportunity and we are committed to making our cities world class urban spaces that further ‘Ease of Living.' https://t.co/2sxI8zYm9Q,narendramodi,2021-10-05 13:08:54+00:00,12895,3184,417
741,A prime example of how technology transforms the lives of the poor- the PM SVANidhi Yojana. https://t.co/34YlCTDnzl,narendramodi,2021-10-05 13:05:05+00:00,16252,3518,609
742,"शहरी मिडिल क्लास की परेशानियों और चुनौतियों को दूर करने के लिए हमारी सरकार ने गंभीरता से प्रयास किए हैं। कोरोना काल में वर्क फ्रॉम होम को लेकर जो नए नियम बनाए गए, उनसे उनका जीवन बहुत आसान हुआ है। https://t.co/hMu4KGzXAF",narendramodi,2021-10-05 13:04:38+00:00,13366,3148,705
743,"I am particularly glad with the progress made in the housing sector. 

In Uttar Pradesh, the pace of housing construction increased after 2017. https://t.co/vBYfckdyt2",narendramodi,2021-10-05 13:04:29+00:00,11993,2778,424
744,"7 years ago, we started numerous initiatives with the aim of bringing a qualitative difference in the lives of people. 

Across diverse sectors such housing, cleanliness, infra creation and more, the transformations are visible. https://t.co/VtKns7hCRu",narendramodi,2021-10-05 13:03:32+00:00,10794,2755,437
745,"Results of the local body polls across Gujarat and Gandhinagar Municipal Corporation reaffirm the deep-rooted bond between the people of Gujarat and BJP. 
Gratitude to the people for repeatedly blessing us. Kudos to all @BJP4Gujarat Karyakartas for working hard at the grassroots.",narendramodi,2021-10-05 11:34:42+00:00,44686,7411,1453
746,Addressing a programme in Lucknow. Watch. https://t.co/ncpsqOrx8n,narendramodi,2021-10-05 07:13:25+00:00,23077,5248,1574
747,日本の新しい内閣総理大臣に就任された岸田文雄閣下にお祝いを申し上げると共に今後のご活躍をご祈願します。印日戦略的グローバルパートナーシップの更なる強化、域内外における平和と繁栄の促進に向け共に働くことを楽しみにしております。@kishida230,narendramodi,2021-10-04 10:17:31+00:00,30444,3494,2348
748,"Congratulations and best wishes to the new Prime Minister of Japan, H.E. Kishida Fumio. I look forward to working with him to further strengthen the 🇮🇳-🇯🇵 Special Strategic and Global Partnership and advance peace and prosperity in our region and beyond. @kishida230",narendramodi,2021-10-04 08:26:28+00:00,51691,6344,1604
749,I consider myself blessed to have got the opportunity to bring back the ashes of Shyamji Krishna Varma back from Switzerland in 2003 and receive his reinstatement certificate during my UK visit in 2015. It is important that young India knows more about his courage and greatness. https://t.co/WDoMN0BFmD,narendramodi,2021-10-04 04:53:11+00:00,31869,5349,1187
