,Text,User,Date,Favs,Retweets,Replies
82,Doğa harikalarımızdan biri olan Salda Gölü’nde korunan alan miktarını 7 kat artırdık. Ayrıca Salda Gölü’nün UNESCO Dünya Miras Listesine alınması için çalışmalara başladık. https://t.co/iv12PKLSg1,RTErdogan,2021-12-31 14:05:00+00:00,24233,9805,210
83,43 millet bahçesini tamamlayarak vatandaşlarımızın hizmetine sunduk. Yapımı süren 293 millet bahçemizi de hızla tamamlayacağız. https://t.co/fzYjnI1M22,RTErdogan,2021-12-31 14:00:02+00:00,24299,9859,246
84,Denizlerimizden 38 bin 300 ton çöp topladık. Ayrıca denizlerimizin kirlilik ve kalite durumunu 423 istasyonda takibe aldık. https://t.co/tNDDWdi1KM,RTErdogan,2021-12-31 13:55:00+00:00,25074,9969,214
85,Denizlerimizi 11 bin metreküp müsilajdan temizledik. Marmara Denizi’ni Özel Çevre Koruma Bölgesi ilan ettik ve 22 maddelik Marmara Denizi Eylem Planı’nı hazırladık. https://t.co/YzN074HuHJ,RTErdogan,2021-12-31 13:50:00+00:00,23404,9493,198
86,"Ücretli poşet uygulamasıyla 354 bin ton plastik atığın oluşumunu engelledik. Bu sayede plastik ham madde ithalini önleyerek yaklaşık 2,44 milyar lira tasarruf sağladık. https://t.co/21FLAxYS1G",RTErdogan,2021-12-31 13:45:00+00:00,25324,9918,275
87,"54 bin kurum ve kuruluş binasında sıfır atık yönetim sistemini hayata geçirdik. Böylece %13 olan geri kazanım oranımızı %22,4’e yükselttik. https://t.co/pY2pMvXkgH",RTErdogan,2021-12-31 13:40:00+00:00,22949,9156,198
88,Ülkemizde atık yönetimini etkin bir biçimde sağlamak amacıyla Türkiye Çevre Ajansı’nı kurduk. https://t.co/l1jnm7OU8U,RTErdogan,2021-12-31 13:35:00+00:00,22541,9027,192
89,"Salgından etkilenen esnaf ve sanatkârlarımız ile ticari işletmelerimize 9,1 milyar TL destek sağladık. https://t.co/GNJDFltkZJ",RTErdogan,2021-12-31 13:30:00+00:00,24084,9514,255
90,"Cumhuriyet tarihinin ihracat rekorunu kırdık. 2021’in ilk 11 ayında 203,1 milyar dolar ihracat gerçekleştirdik. 2022’de inşallah çok daha yüksek rakamları göreceğiz. https://t.co/KzQ8FMoO2I",RTErdogan,2021-12-31 13:25:00+00:00,23926,9596,284
91,"Vatandaşımızın küresel enerji krizinden en az şekilde etkilenmesini temin için gereken her adımı attık. Doğal gaz maliyetinin 4’te 3’ünü, elektrik maliyetinin yarısını karşıladık. https://t.co/lIgAGhwCCj",RTErdogan,2021-12-31 13:20:00+00:00,28461,10826,672
